Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn In,Aboard,Fatalities,Ground,Summary,City,state/country,country,
2/20/31,,"Bagot, Manitoba, Canada",Western Canada Airways,,,Fokker Universal F-14,,,3,2,,,Bagot, Manitoba, Canada,
2/24/31,,Off Spain,Aeropostale,,,Latecoere 32,,,3,1,,,Off Spain,,,
3/21/31,,"New South Wales, Australia",Australian National Airways,,,Avro 10,,,8,8,,,New South Wales, Australia,,
3/31/31,,"Bazaar, Kansas",Trans Continental and Western Air,599,,Fokker F10A Trimotor,,,8,8,,,Bazaar, Kansas,,
4/14/31,,"Near Letschen, Germany",Deutsche Lufthansa,,,Messerschmitt M-20,,,10,2,,,Near Letschen, Germany,,
5/5/31,,"Burbank, California",PacifiAir Transport,,,Boeing 40,,,2,2,,,Burbank, California,,
5/22/31,,"Wampit, Australia",Guiena Airways,,,Junkers W-34,,,1,1,,,Wampit, Australia,,
5/24/31,,"Bellefonte, Pennsylvania",National Air Transport,,,Boeing 95,,,1,1,,,Bellefonte, Pennsylvania,,
6/7/31,,"Near Sandoway, Burma",Air Orient,,,Fokker F-VIIB,,,4,4,,,Near Sandoway, Burma,,
6/11/31,,"Walbridge, Ohio",Rubner Flying Service,,,Lockheed Vega 2,,,3,2,,,Walbridge, Ohio,,
6/13/31,,"Saarbrucken, Germany",Deutsche Lufthansa,,,Dornier Merkur,,,4,4,,,Saarbrucken, Germany,,
7/12/31,,"Chicago, Illinois",Braniff Airlines,,,Lockheed Vega,,,2,2,,,Chicago, Illinois,,
7/14/31,,"Temora, Australia",Australian Aerial Services,,,Lasco Lascowl,,,2,2,,,Temora, Australia,,
7/21/31,,"Centralia, Illinois",American Airways,,,Pitcairn PA-6 Mailwing,,,1,1,,,Centralia, Illinois,,
7/24/31,,"Kurudjevo, Bulgaria",CIDNA,,,Fokker F-VII,,,7,7,,,Kurudjevo, Bulgaria,,
8/9/31,,"Cincinnati, Ohio",American Airways,,,Ford 5-AT-C Tri Motor,,,6,6,,,Cincinnati, Ohio,,
9/14/31,,"Chicago, Illinois",Chicago-Detroit Airways,,,Lockheed Vega,,,1,1,,,Chicago, Illinois,,
9/16/31,,"Oakland, California",PacifiAir Transport,,,Boeing 40,,,4,4,,,Oakland, California,,
10/6/31,,"Novia Scotia, Canada",Deutsche Lufthansa,,,Heinkel HE-2,,,3,3,,,Novia Scotia, Canada,,
10/14/31,,Brazil,Syndicato Condor,,,Dornier Wal,,,3,3,,,Brazil,,,
11/5/31,,"Camden, New Jersey","NY, Phil., Washington AW",,,Lockheed Orion 9,,,5,5,,,Camden, New Jersey,,
11/13/31,,"Sir Lowry's pass, South Africa",Union Airways,,,De Havilland DH.80,,,3,3,,,Sir Lowry's pass, South Africa,,
11/23/31,,"Salt Lake City, Utah",Boeing Air Transport,,,Boeing 40,,,1,1,,,Salt Lake City, Utah,,
11/24/31,,"Near Tsinan, China",China National Aviation Corporation,,,Stinson,,,3,3,,,Near Tsinan, China,,
11/26/31,,"Pasco, Washington",Varney Air Lines,,,Boeing 40,,,1,1,,,Pasco, Washington,,
12/5/31,,"Kewanee, Illinois",Braniff Airways,,,Lockheed Vega 5,,,6,2,,,Kewanee, Illinois,,
12/6/31,,"Bangkok, Thailand",KLM Royal Dutch Airlines,,,Fokker F-VIIb-3M,,,7,5,,,Bangkok, Thailand,,
12/9/31,,Off Algiers,Aeropostale,,,CAMS 56,,,2,2,,,Off Algiers,,,
12/31/31,,"Springfield, Ohio",American Airways,,,Fairchild Pilgrim 100A,,,5,4,,,Springfield, Ohio,,
1/21/32,,"Colvin Park, Ilinois",Northwest Airways,,,Stinson SM-2A,,,1,1,,,Colvin Park, Ilinois,,
1/29/32,,"Lebec, California",Century PacifiLines,,,Stinson SM-6000B,,,8,8,,,Lebec, California,,
2/1/32,,"Off Miami, Florida",Bimini Airways,,,Fairchild,,,5,5,,,Off Miami, Florida,,
2/2/32,,"Marcellus, Michigan",Transamerican Airlines,,,Stearman C-3MB,,,1,1,,,Marcellus, Michigan,,
2/2/32,,"Rio Vista, California",Boeing Air Transport,,,Boeing 40,,,2,1,,,Rio Vista, California,,
2/27/32,,"Off Setiba, Brazil",Aeropostale,,,Latecoere 28,,,3,3,,,Off Setiba, Brazil,,
3/8/32,,"Saint Louis, Illinois",Century Air Lines,,,Stinson SM-6000B,,,5,2,,,Saint Louis, Illinois,,
3/19/32,,"Calimesa, California",American Airways,,,Fokker F-10A,,,7,7,,,Calimesa, California,,
3/21/32,,"Steubenville, Ohio",Trans Continental and Western Air,,,Northrop Alpha,,,1,1,,,Steubenville, Ohio,,
3/29/32,,Syria,Air Orient,,,Farman F-190,,,3,3,,,Syria,,,
3/31/32,,"Bedford, Ohio",National Air Transport,,,Boeing 95,,,1,1,,,Bedford, Ohio,,
4/21/32,,"Fort Wayne, Indiana",Transamerica Airlines,,,Stearman C-3MB,,,1,1,,,Fort Wayne, Indiana,,
5/3/32,,"Portland, Oregon",Varney Air Lines,,,Boeing 40,,,2,2,,,Portland, Oregon,,
5/16/32,,"Burbank, California",PacifiAir Transport,,,Boeing 40,,,3,3,,,Burbank, California,,
7/16/32,,"Mount El Plomo, near Vitacura, Chile",Panagra,,,Ford 5-AT-C Tri Motor,,,9,9,,,Mount El Plomo, near Vitacura, Chile,
8/12/32,,"Beyrouth, Lebanon",Air Orient,,,CAMS 53,,,7,1,,,Beyrouth, Lebanon,,
8/30/32,,"Tubergen, Germany",A B Aerotransport,,,Junkers G-23,,,2,2,,,Tubergen, Germany,,
9/8/32,,"Salt Flats, Texas",American Airways,,,Fokker F-10,,,4,3,,,Salt Flats, Texas,,
9/17/32,,"Selsdon Park, England",Air Union,,,Liore-et-Olivier 213,,,2,1,,,Selsdon Park, England,,
9/18/32,,"Byron Bay, Australia",New England Airways,,,De Havilland DH-80,,,3,3,,,Byron Bay, Australia,,
10/12/32,,"Port Etienne, Mauritania",Aeropostale,,,Latecoere 28,,,1,1,,,Port Etienne, Mauritania,,
10/26/32,,"Villa Monte, Bolivia",Lloyd Aero Boliviano,,,Ford Tri-motor 5,,,2,2,,,Villa Monte, Bolivia,,
10/29/32,,"Ramsgate, England",Deutsche Lufthansa,,,Junkers W-33,,,2,2,,,Ramsgate, England,,
11/2/32,,"Echterpfuhl, Germany",Deutsche Lufthansa,,,Junkers F-13,,,5,5,,,Echterpfuhl, Germany,,
11/25/32,,"Marianna, Arkansas",Hunter Airways,,,Travel Air 6000,,,2,2,,,Marianna, Arkansas,,
12/14/32,,"Amarillo, Texas",Trans Continental and Western Air,,,Ford 5,,,2,2,,,Amarillo, Texas,,
12/14/32,,"Rocky Ridge, Colorado",Boeing Air Transport,,,Boeing 40,,,1,1,,,Rocky Ridge, Colorado,,
12/26/32,,"Wau, Australia",Guinea Airways,,,De Havilland DH-60,,,2,2,,,Wau, Australia,,
1/10/33,,Algiers,Aeropostale,,,CAMS 53,,,1,1,,,Algiers,,,
1/14/33,,"Newark, New Jersey",Eastern Air Transport,,,Curtiss Condor 18,,,2,2,,,Newark, New Jersey,,
1/20/33,,"Marietta, Georgia",American Airways,,,Stearman 4,,,1,1,,,Marietta, Georgia,,
1/20/33,,"Bourne, Texas",American Airways,,,Stearman 4,,,1,1,,,Bourne, Texas,,
1/24/33,,"Eugene, Oregon",PacifiAir Transport,,,Ford 5-AT-D,,,3,1,,,Eugene, Oregon,,
3/11/33,,"Near Mendoza, Argentina",Pan American Grace Airways,,,Fairchild FC-2W,,,2,2,,,Near Mendoza, Argentina,,
3/25/33,,"Hayward, California",Varney Airlines,,,Lockheed Orion 9,,,3,3,,,Hayward, California,,
3/28/33,,"Near Dixmude, Belgium",Imperial Airways,,,Armstrong Whitworth Argosy II,,,15,15,,,Near Dixmude, Belgium,,
4/3/33,,"Hemkenrode, Germany",Deutsche Lufthansa,,,Junkers F-13,,,2,1,,,Hemkenrode, Germany,,
4/4/33,,"Off Barnegat, New Jersey",Military - U.S. Navy,,,Goodyear-Zeppelin U.S.S. Akron (airship),,,76,73,,,Off Barnegat, New Jersey,,
4/23/33,,"Mt. Terrione, Italy",Air Orient,,,Cams 33,,,6,6,,,Mt. Terrione, Italy,,
4/29/33,,"Traunstein, Germany",Eurasia,,,Junkers W-34,,,4,4,,,Traunstein, Germany,,
5/9/33,,"Viladrau, Spain",Aeropostale - La Tecoere Company,,,Latecoere 28-1,,,6,6,,,Viladrau, Spain,,
6/2/33,,"Bowling Green, Virginia",Eastern Air Transport,,,Pitcairns PA-6,,,1,1,,,Bowling Green, Virginia,,
8/29/33,,"Quay, New Mexico",Trans Continental and Western Air,,,Ford 5-AT-B Tri Motor,,,5,5,,,Quay, New Mexico,,
9/12/33,,"Ljubljana, Yugoslavia",Aeroput,,,Farman F-306,,,8,8,,,Ljubljana, Yugoslavia,,
10/10/33,,"Chesterton, Indiana",United Air Lines,,,Boeing 247-D,,,10,10,,,Chesterton, Indiana,,
10/31/33,,"Etobon, France",Air France,,,Farman F-301,,,2,2,,,Etobon, France,,
11/9/33,,"Portland, Oregon",United Air Lines,,,Boeing 247,,,9,4,,,Portland, Oregon,,
11/10/33,,"Moriarty, New Mexico",Trans Continental and Western Air,,,Northrop Delta,,,1,1,,,Moriarty, New Mexico,,
11/20/33,,"Near Tsinan, China",China National Aviation Corporation,,,Sinson,,,8,8,,,Near Tsinan, China,,
11/21/33,,"Near Kharkov, Ukraine, USSR",Kalinin,,,Kalinin K-7,,,20,14,,,Near Kharkov, Ukraine, USSR,
11/24/33,,"Wedron, Illinois",National Air Transport,,,Boeing 247,,,2,2,,,Wedron, Illinois,,
12/11/33,,"Hamburg, Germany",Deutsche Lufthansa,,,Focke-Wulf A-17,,,8,7,,,Hamburg, Germany,,
12/14/33,,"Eshowe, South Africa",Union Airways,,,Junkers W-34,,,6,4,,,Eshowe, South Africa,,
12/30/33,,"Near Ruysselede, Belgium",Imperial Airways,,,Avro 10,,,10,10,,,Near Ruysselede, Belgium,,
1/15/34,,"Corbigny, France",Air France,,,Dewoitine D-332,,,14,14,,,Corbigny, France,,
1/20/34,,"Carombe, France",Air France,,,Breguet 280T,,,2,2,,,Carombe, France,,
2/23/34,,"Near Salt Lake City, Utah",Boeing Aircraft Company,,,Boeing 247,,,8,8,,,Near Salt Lake City, Utah,,
2/26/34,,"Rio de Oro, Morocco",Air France,,,Lat̩co̬re 28,,,6,1,,,Rio de Oro, Morocco,,
3/6/34,,"Petersburg, Illinois",American Airways,,,Fairchild Pilgrim 100A,,,4,4,,,Petersburg, Illinois,,
3/10/34,,"Pereira, Colombia",Pan American Airways (Scadta),,,Sikorsky S-38 Flying Boat,,,6,5,,,Pereira, Colombia,,
3/22/34,,"Near Lima, Peru",Pan American Grace Airlines,,,Ford 5-AT-C Tri-Motor,,,15,3,,,Near Lima, Peru,,
4/10/34,,"Ningpo Bay, China",China National Aviation Corporation,,,Sikorsky S-38BB,,,3,3,,,Ningpo Bay, China,,
5/9/34,,English Channel,Air France,,,Wibault 282T-12,,,6,6,,,English Channel,,,
5/31/34,,"Croydon, England",Air France,,,Liore-et-Olivier 213,,,2,2,,,Croydon, England,,
6/9/34,,"Mongaup Mountain, New York",American Airways,,,Curtiss Condor T-32,,,7,7,,,Mongaup Mountain, New York,,
6/11/34,,"Junin, Argentina",Panagra,,,Ford 5-AT-C Tri-Motor,,,10,5,,,Junin, Argentina,,
6/22/34,,"Chausseehausen, Germany",Deutsche Lufthansa,,,Dornier Merkur,,,7,1,,,Chausseehausen, Germany,,
6/23/34,,"Burbank, California",Aerevias Centrales Air Service,,,Lockheed Orion,,,1,1,,,Burbank, California,,
7/9/34,,"San Bernardino, California",United Air Services,,,Lockheed Vega,,,4,3,,,San Bernardino, California,,
7/27/34,,"Near Tuttlingen, Germany",Swissair,,,Curtiss AT-32C Condor,,,12,12,,,Near Tuttlingen, Germany,,
8/5/34,,"Bahia, Brazil",Air France,,,Latecoere 26,,,2,2,,,Bahia, Brazil,,
8/31/34,,"Amazonia, Missouri",Rapid Air Transport,6,,Stinson  SM-6000B,,,5,5,,,Amazonia, Missouri,,
10/3/34,,"Near Winton, Australia",Qantas,,,de Havilland DH-50A,,,3,3,,,Near Winton, Australia,,
10/19/34,,"Bass Strait, Australia",Holyman Airways,,,de Havilland DH-86,,,11,11,,,Bass Strait, Australia,,
11/2/34,,"Kiapit, Australia",Holdens Air Transport Service,,,De Havilland DH-61,,,4,2,,,Kiapit, Australia,,
11/15/34,,"Near Longreach, Australia",Qantas,,,de Havilland DH-86,,,4,4,,,Near Longreach, Australia,,
11/15/34,,"Near Longreach, NSW, Australia",Qantas,,,de Havilland DH-86,,,4,4,,,Near Longreach, NSW, Australia,
11/15/34,,"Amazonia, Montana",Rapid Air Transport,,,Stinson SM-6000-B,,,2,2,,,Amazonia, Montana,,
12/7/34,,"Salchau, Germany",Deutsche Lufthansa,,,Junkers F-13,,,3,3,,,Salchau, Germany,,
12/8/34,,"Columbia, Missouri",Braniff Airlines,,,Lockheed Vega 5C,,,1,1,,,Columbia, Missouri,,
12/10/34,,"Palma Soriano, Cuba",Cubana de Aviacion,,,Ford 4-AT-E Tri-motor,,,8,4,,,Palma Soriano, Cuba,,
12/20/34,,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,,,Douglas DC-2-115A,,,7,7,,,Rutbah Wells, Syria,,
12/22/34,,"Sunbright, Tennessee",American Airlines,,,Lockheed Orion 9D,,,1,1,,,Sunbright, Tennessee,,
1/26/35,,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,,,Consolidated Fleetster,,,1,1,,,Pittsburgh, Pennsylvania,,
1/31/35,,"Stettin, Germany",Deruluft,,,Junkers JU-52/3m,,,11,11,,,Stettin, Germany,,
3/15/35,,"El Arish, Egypt",Misrair,,,de Havilland Dragon 1,,,6,3,,,El Arish, Egypt,,
3/29/35,,"Off Samland, Germany",Deutsche Lufthansa,,,Junkers F-13,,,5,5,,,Off Samland, Germany,,
4/1/35,,"Beauvais, France",Air France,,,Farman F-300,,,3,1,,,Beauvais, France,,
4/6/35,,"Brilon, Germany",KLM Royal Dutch Airlines,,,Fokker F-12,,,7,7,,,Brilon, Germany,,
5/1/35,,"Near Walsenberg, Colorado",Varney Air Lines,,,Lockheed Vega,,,1,1,,,Near Walsenberg, Colorado,,
5/6/35,,"Atlanta, Missouri",Trans Continental and Western Air,6,,Douglas DC-2-112,,,14,5,,,Atlanta, Missouri,,
5/18/35,,"Flint, Michigan",Knowles Flying Service of Detroit,,,Ford model 4-AT-E,,,12,3,,,Flint, Michigan,,
5/18/35,,"Near Moscow, Russia",Gor'ky Eskadril'ya,,,Tupolev ANT-20 / I-5,,,50,50,,,Near Moscow, Russia,,
5/27/35,,"Glendo, Wyoming",Wyoming Air Service,,,Boeing 221,,,1,1,,,Glendo, Wyoming,,
5/28/35,,"Maywood, Illinois",Chicago and Southern Airlines,,,Stinson SM6000B Tri-motor,,,2,2,,,Maywood, Illinois,,
5/29/35,,"San Barbra, Honduras",,,,,,,9,6,,,San Barbra, Honduras,,
6/24/35,,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,,,Ford Tri-Motor / Ford Tri-Motor,,,20,17,,,Medellin, Colombia,,
7/14/35,,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,,,Fokker F-XXII,,,20,6,,,Amsterdam, Netherlands,,
7/19/35,,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,,,General 102-E,,,2,2,,,Off Chandeleur Island, Mississippi,,
7/20/35,,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,,,Douglas DC-2,,,13,13,,,Pian Giacomo, Switzerland,,
8/14/35,,"Near Gilmer, Texas",Delta Air Lines,4,,Stinson Model A,,,4,4,,,Near Gilmer, Texas,,
8/15/35,,"Near Glendo, Wyoming",Aero Mayflower Transit Co,,,"Waco, model YLC",,,3,3,,,Near Glendo, Wyoming,,
8/15/35,,"Walakpa, near Point Barrow, Alaska",Private,,,Lockheed Orion 9E Explorer float plane,,,2,2,,,Walakpa, near Point Barrow, Alaska,
9/1/35,,"Burbank, California",Western Air Express,,,Boeing 247,,,3,3,,,Burbank, California,,
10/2/35,,"Off Finders Island, Victoria, Australia",Holyman Airways,,,de Havilland DH-86,,,5,5,,,Off Finders Island, Victoria, Australia,
10/7/35,,"Near Cheyenne, Wyoming",United Air Lines,4,,Boeing 247D,,,12,12,,,Near Cheyenne, Wyoming,,
10/9/35,,Gulf of Finland,Aero O-Y,,,Junkers F-13,,,6,6,,,Gulf of Finland,,,
10/21/35,,"Troy, New York",Chamberlin Flying Service,,,Curtiss AT-32C Condor,,,6,1,,,Troy, New York,,
10/30/35,,"Cheyenne, Wyoming",United Air Lines,,,Boeing B-247-D,,,4,4,,,Cheyenne, Wyoming,,
11/2/35,,"Off Nhambupe, Brazil",Air France,,,Lat̩co̬re 28-1,,,4,4,,,Off Nhambupe, Brazil,,
11/9/35,,"Near Juticalpa, Honduras",TACA,,,Ford Tri-Motor,,,14,14,,,Near Juticalpa, Honduras,,
11/9/35,,"Near Fort Worth, Texas",Braniff Airlines,,,Lockheed Vega,,,1,1,,,Near Fort Worth, Texas,,
11/11/35,,"Istres, France",Air France,,,Latecoere 28,,,3,3,,,Istres, France,,
12/4/35,,"Tours, France",Air Bleu,,,Caudron C-630 Simoun,,,2,1,,,Tours, France,,
12/10/35,,"Croydon, England",Sabena,,,Savoia-Marchetti SM73,,,11,11,,,Croydon, England,,
12/24/35,,"Breslau, Germany",Deutsche Lufthansa,,,Heinkel He-70,,,3,3,,,Breslau, Germany,,
12/31/35,,"Off Alexandria, Egypt",Imperial Airways,,,Short Calcutta,,,13,12,,,Off Alexandria, Egypt,,
1/14/36,,"Goodwin, Arkansas",American Airlines,1,,Douglas DC-2-120,,,17,17,,,Goodwin, Arkansas,,
1/17/36,,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,,,Junkers JU-52,,,13,13,,,Near Cordillera, Boliva,,
1/21/36,,"Off Ajaccio, Corsica, France",Air France,,,CAMS 53,,,6,6,,,Off Ajaccio, Corsica, France,
1/29/36,,"Denton, Texas",American Airlines,,,Vultee V-1,,,6,1,,,Denton, Texas,,
2/15/36,,South AtlantiOcean,Deutsche Lufthansa,,,Dormier Do-J-Iif Bos Wal,,,4,4,,,South AtlantiOcean,,,
3/5/36,,"Near Tengya, China",China National Aviation Corporation,,,Ford 5-AT-D Tri-Motor,,,6,0,,,Near Tengya, China,,
3/26/36,,"Amemeca, Mexico",Compania de Mexico,,,Ford 5-AT-B Tri Motor,,,14,14,,,Amemeca, Mexico,,
4/1/36,,"Pavillon, New York",American Airlines,,,Stinson Model A,,,2,2,,,Pavillon, New York,,
4/7/36,,"Uniontown, Pennsylvania",Trans Continental and Western Air,1,,Douglas DC-2-112,,,15,13,,,Uniontown, Pennsylvania,,
4/11/36,,"Port of Spain, Trinidad",Pan American Airways,,,Sikorsky S-42A,,,25,3,,,Port of Spain, Trinidad,,
4/15/36,,"Near Turin, Italy",Avio Linee Italiane,,,OFM F-VIIb/3m,,,7,7,,,Near Turin, Italy,,
4/17/36,,Switzerland,Deutsche Lufthansa,,,Junkers JU-52,,,5,3,,,Switzerland,,,
4/21/36,,"Senlis, France",Sabena,,,Fokker F-VII,,,2,2,,,Senlis, France,,
4/30/36,,"Basel, Switzerland",Swissair,,,General Aviation GA-43,,,2,2,,,Basel, Switzerland,,
5/16/36,,"Mount Waverley, Australia",Holyman Airways,,,De Havilland DH-60,,,2,2,,,Mount Waverley, Australia,,
6/9/36,,"Malmo, Sweden",A B Aerotransport,,,Fokker F-XXII,,,15,1,,,Malmo, Sweden,,
6/13/36,,"Hannover, Germany",Deutsche Lufthansa,,,Junkers JU-160,,,6,1,,,Hannover, Germany,,
6/16/36,,"Mt. Lihesten, Norway",Den Norske Luftfartskole,,,Junkers JU-52/3m,,,7,7,,,Mt. Lihesten, Norway,,
7/31/36,,"Off Channel Islands, Jersey",Guernsey Airways,,,Saro Cloud,,,7,7,,,Off Channel Islands, Jersey,,
8/2/36,,"Mazamet, France",Air France,,,Wibault 280,,,3,3,,,Mazamet, France,,
8/3/36,,Mexico,Mexicana,,,Lockheed Orion,,,1,1,,,Mexico,,,
8/5/36,,"St. Louis, Missouri",Chicago Southern Airlines,4,,Lockheed 10B Electra,,,8,8,,,St. Louis, Missouri,,
8/6/36,,"Choco, Colombia",SCADTA,,,Junkers F-13,,,2,2,,,Choco, Colombia,,
8/12/36,,"Altenkirchen, Germany",British Airways,,,De Havilland DH-86,,,2,2,,,Altenkirchen, Germany,,
8/22/36,,"Mirabella, Greece",Imperial Airways,,,Short Kent,,,11,2,,,Mirabella, Greece,,
9/25/36,,English Channel,Imperial Airways,,,Boulton and Paul P-71,,,2,2,,,English Channel,,,
9/28/36,,"Walsenberg, Colorado",Varney Air Lines,,,Lockheed Vega,,,3,3,,,Walsenberg, Colorado,,
9/29/36,,"Napierville, Illinois",Blue Bird Air Service,,,Lockheed Vega 5C,,,4,4,,,Napierville, Illinois,,
10/6/36,,Mexico,Mexicana,,,Lockheed Orion,,,1,1,,,Mexico,,,
10/9/36,,,North Sea Aerial and General Transport,,,Blackburn B-2,,,1,1,,,,,,
11/1/36,,"Near Tabarz, Germany",Deutsche Lufthansa,,,Junkers JU-52,,,15,11,,,Near Tabarz, Germany,,
11/6/36,,Near Moscow,Deruluft,,,Antonov AN-9,,,9,9,,,Near Moscow,,,
11/17/36,,"Nurnberg, Germany",Deutsche Lufthansa,,,Junkers JU-52/3m,,,16,4,,,Nurnberg, Germany,,
11/19/36,,"London, England",British Airways,,,Fokker F-XII,,,4,2,,,London, England,,
12/4/36,,"Near Grenoble, France",Deutsche Lufthansa,,,Junkers JU-52/3m,,,6,6,,,Near Grenoble, France,,
12/7/36,,"Off Dakar, French West Africa",Air France,,,Lat̩co̬re 300,,,5,5,,,Off Dakar, French West Africa,,
12/9/36,,"Croydon, England",KLM Royal Dutch Airlines,,,Douglas DC-2-115E,,,17,15,,,Croydon, England,,
12/15/36,,"Near Salt Lake City, Utah",Western Air Express,6,,Boeing 247D,,,7,7,,,Near Salt Lake City, Utah,,
12/18/36,,"Kellogg, Idaho",Northwest Orient Airlines,,,Lockheed 10 Electra,,,2,2,,,Kellogg, Idaho,,
12/19/36,,"Near Milford, Pennsylvania",Eastern Air Lines,14,,Douglas DC-2-112,,,14,14,,,Near Milford, Pennsylvania,,
12/23/36,,"Near Dallas, Texas",Braniff Airways,,,Lockheed 10 Electra,,,6,6,,,Near Dallas, Texas,,
12/27/36,,"Newhall, California",United Air Lines,34,,Boeing 247-D,,,12,12,,,Newhall, California,,
1/12/37,,"Near Newhall, California",Western Air Express,7,,Boeing 247B,,,13,5,,,Near Newhall, California,,
1/26/37,,"Oran, Algeria",Sabena,,,Sabca S-73,,,12,12,,,Oran, Algeria,,
2/9/37,,"Off San Francisco, California",United Air Lines,23,,Douglas DC-3A,,,11,11,,,Off San Francisco, California,,
2/19/37,,"McPherson Ranges, Queensland, Australia",Airlines of Australia,,,Stinson Model A,,,7,5,,,McPherson Ranges, Queensland, Australia,
3/12/37,,"Bathurst, Gambia",Deutsche Lufthansa,,,Heinkel He-111V2,,,4,4,,,Bathurst, Gambia,,
3/24/37,,"Near Ouroux, France",Imperial Airways,,,Short  S-23 (flying boat),,,6,5,,,Near Ouroux, France,,
3/25/37,,"Clifton, Pennsylvania",Trans Continental and Western Air,15A,,Douglas DC-2-112,,,13,13,,,Clifton, Pennsylvania,,
3/26/37,,"Wetnum, Germany",Deutsche Lufthansa,,,Junkers JU-52/3m,,,6,2,,,Wetnum, Germany,,
5/6/37,,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,LZ 129,,Zeppelin LZ-129,,,97,35,,,Lakehurst, New Jersey,,
5/20/37,,"Stuttgart, Germany",Deutsche Lufthansa,,,Heinkel He-70,,,4,4,,,Stuttgart, Germany,,
7/2/37,,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,,,Lockheed 10E Electra,,,2,2,,,Off Lae, New Guinea,,
7/28/37,,"Hal, Belgium",KLM Royal Dutch Airlines,,,Douglas DC-2-115L,,,15,15,,,Hal, Belgium,,
8/2/37,,"Wadi Halfa, Sudan",Ala Littoria,,,Savoia-Marchetti SM73,,,9,9,,,Wadi Halfa, Sudan,,
8/3/37,,"Off Cristobal, Panama",Pan American Grace Airways,,,Sikorsky S-43,,,14,14,,,Off Cristobal, Panama,,
8/8/37,,"Chilang Point, Bias Bay, China",China National Aviation Corporation,,,Sikorsky S-43,,,11,3,,,Chilang Point, Bias Bay, China,
8/10/37,,"Daytona Beach, Florida",Eastern Air Lines,7,,Douglas DC-2,,,9,4,,,Daytona Beach, Florida,,
8/23/37,,"San Luis, Argentina",Pan American Grace Airways,,,Douglas DC-2,,,3,3,,,San Luis, Argentina,,
8/27/37,,"Wau, Australia",Guinea Airways,,,Stinson SR-7 Reliant,,,2,1,,,Wau, Australia,,
3/23/38,,"Corsavy, France",Air France,,,Dewoitine D-338,,,8,8,,,Corsavy, France,,
10/1/37,,"Phaleron Bay, Greece",Imperial Airways,,,Short Empire Flying Boat,,,14,2,,,Phaleron Bay, Greece,,
10/6/37,,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,,,Douglas DC-3,,,5,4,,,Palembang, Netherlands Indies,,
10/17/37,,"Haydens Peak, Wyoming",United Air Lines,1,,Douglas DC-3,,,19,19,,,Haydens Peak, Wyoming,,
11/12/37,,"Mannheim, Germany",Deutsche Lufthansa,,,Heinkel He-111,,,12,10,,,Mannheim, Germany,,
11/16/37,,"Ostende, Belgium",Sabena,,,Junkers JU-52/3m,,,11,11,,,Ostende, Belgium,,
11/26/37,,"Croydon, London",Deutsche Lufthansa,,,Junkers JU-52,,,3,3,,,Croydon, London,,
12/5/37,,"Brindisi Harbor, Italy",Imperial Airways,,,Short Empire Flying Boat,,,19,2,,,Brindisi Harbor, Italy,,
12/8/37,,"Saint Sauveur, France",Air France,,,Potez 621,,,7,2,,,Saint Sauveur, France,,
12/24/37,,"Kasperske Hory, Czechoslovakia",Air France,,,Wibault 283-T12,,,3,3,,,Kasperske Hory, Czechoslovakia,,
1/4/38,,"Frankfurt, Germany",Deutsche Lufthansa,,,Junkers JU-52/3m,,,6,6,,,Frankfurt, Germany,,
1/10/38,,"Bozeman, Montana",Northwest Orient Airlines,2,,Lockheed 14H Super Electra,,,10,10,,,Bozeman, Montana,,
1/11/38,,"Pago Pago, U.S. Samoa",Pan American World Airways,1,,Sikorsky S-42 (flying boat),,,7,7,,,Pago Pago, U.S. Samoa,,
1/12/38,,"North Pine, Ontario, Canada",General Airways,,,Stinson Reliant,,,1,1,,,North Pine, Ontario, Canada,
2/2/38,,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,,,Consolidated PBY-2 / Consolidated PBY-2,,,14,11,,,Off San Clemente Island, California,,
2/5/38,,"Kandalaksha, Russia",TsAGI,,,V6 (airship),,,19,13,,,Kandalaksha, Russia,,
