Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn In,Aboard,Fatalities,Ground,Summary,City,state/country,country,
12/10/69,,"Passadumkeag, Maine",Aroostook Air - Air Taxi,,,Piper PA-23,,,3,3,,,Passadumkeag, Maine,,
12/22/69,,"Near San Diego, California",Military U.S. Navy,,,LTVF-8J,,,1,0,,,Near San Diego, California,,
12/22/69,,"Nha Trang, Vietnam",Air Vietnam (South Vietnam),,,Douglas DC-6B,,,77,10,,,Nha Trang, Vietnam,,
12/23/69,,"Near Luang Prabang, Laos",Air Laos,,,Douglas C-47A-25-DK,,,19,15,,,Near Luang Prabang, Laos,,
1/1/70,,"Nulato, Alaska",Galena Air Service - Air Taxi,,,Cessna 180,,,4,2,,,Nulato, Alaska,,
1/5/70,,"Stockholm, Sweden",Spantax,,,Convair CV-990-30A-5,,,10,5,,,Stockholm, Sweden,,
1/12/70,,Near Villia Greece,Military - Royal HelleniAir Force,,,Douglas C-47,,,27,23,,,Near Villia Greece,,,
1/13/70,,"Faleolo, Western Samoa",Polynesian Airlines,208B,,Douglas DC-3,,,32,32,,,Faleolo, Western Samoa,,
1/14/70,,"Mt. Pumacona, Peru",Faucett,,,Douglas DC-4,,,28,28,,,Mt. Pumacona, Peru,,
1/24/70,,"Portage, Michigan",Buckeye Air Service - Air Taxi,,,Beechcraft TC-45J,,,2,2,,,Portage, Michigan,,
1/25/70,,"Near Poza Rica, Mexico",Charter -Federal Electricity Commission,-,,Convair CV-240-2,,,19,19,,,Near Poza Rica, Mexico,,
1/25/70,,"Near Delhi, India",Royal Nepal Airlines,,,Fokker F-27 Friendship 200,,,23,1,,,Near Delhi, India,,
1/28/70,,"Near Batagai, Russia",Aeroflot,,,Antonov AN-24,,,34,34,,,Near Batagai, Russia,,
1/28/70,,"Cleveland, Ohio",TAG Airlines,,,De Havilland Dove,,,9,9,,,Cleveland, Ohio,,
1/29/70,,"Near Murmansk, Russia",Aeroflot,,,Tupolev TU-124,,,11,11,,,Near Murmansk, Russia,,
2/4/70,,"Near Corrientes, Argentina",Aerolineas Argentinas,,,Hawker Siddeley HS-748 1,,,37,37,,,Near Corrientes, Argentina,,
2/4/70,,"Apuseni mountains, Romania",Tarom,,,Antonov AN-24V,,,22,21,,,Apuseni mountains, Romania,,
2/6/70,,"Near Samarkand, USSR",Aeroflot,,,Ilyushin IL-18V,,,92,92,,,Near Samarkand, USSR,,
2/10/70,,"Long Island Sound, Connecticut",Pilgrim Airlines,203,,de Havilland Canada DHC-6 Twin Otter 100,,,5,5,,,Long Island Sound, Connecticut,,
2/12/70,,"Puerta Infrida, Colombia",Lineas A̩reas La Urraca,,,Douglas DC-3 (C-47-DL),,,12,12,,,Puerta Infrida, Colombia,,
2/15/70,,"Off Santo Domingo, Dominican Republic",Compania Dominicana de Aviacion,,,McDonnell Douglas DC-9-32,,,102,102,,,Off Santo Domingo, Dominican Republic,,
2/18/70,,"Elizabeth, New Jersey",Suburban Airlines - Air Taxi,,,Cessna 402,,,4,4,,,Elizabeth, New Jersey,,
2/19/70,,Congo,Air Congo,,,Douglas DC-3,,,17,17,,,Congo,,,
2/21/70,,"Zurich, Switzerland",Swissair,330,,Convair CV-990-30A-6,,,47,47,,,Zurich, Switzerland,,
3/6/70,,"St. Moritz, Switzerland",Bavaria Flug,,,Handley Page Jetstream 1,,,11,11,,,St. Moritz, Switzerland,,
3/14/70,,"Belem Bay, Brazil",Paraense Transportes Aereos,,,Fairchild-Hiller FH-227B,,,40,38,,,Belem Bay, Brazil,,
3/16/70,,"Near Da Nang, South Vietnam",Military - U.S. Navy,,,Lockheed EC-121P,,,31,23,,,Near Da Nang, South Vietnam,,
3/22/70,,"Binghamton, New York",Commuter Airline - Air Taxi,,,Beechcraft C-45H,,,11,3,,,Binghamton, New York,,
3/26/70,,"Colorado City, Arizona",Grand Canyon Airlines,,,Piper PA-32,,,6,6,,,Colorado City, Arizona,,
4/1/70,,"Casablanca, Morocco",Royal Air Maroc,,,Aerospatiale Caravelle 3,,,82,61,,,Casablanca, Morocco,,
4/1/70,,"Novosibirsk, Russia",Aeroflot,,,Antonov AN-24V,,,45,45,,,Novosibirsk, Russia,,
4/2/70,,"Cambridge, Maryland",East Coast Air - Air Taxi,,,Piper PA-32,,,3,3,,,Cambridge, Maryland,,
4/21/70,,"Dak Seang, Laos",Military - U.S. Air Force,,,Lockheed AC-130A Hercules,,,10,10,,,Dak Seang, Laos,,
4/21/70,,"Manila, Philippines",Philippine Air Lines,215,,Hawker Siddeley HS-748-209,,,36,36,,,Manila, Philippines,,
4/25/70,,"Rivolto, Italy",Military - Italian Air Force,,,Fairchild C-119G,,,19,19,,,Rivolto, Italy,,
4/28/70,,"Kainatu,  New Guinea",Trans Australia Airlines,,,de Havilland Canada DHC-6 Twin Otter 100,,,11,8,,,Kainatu,  New Guinea,,
5/2/70,,"Near St. Croix, US Virgin Islands",Antillian Airlines,980,,McDonnell Douglas DC-9-33CF,,,63,23,,,Near St. Croix, US Virgin Islands,,
5/4/70,,"Hamilton AFB, California",Military - U.S. Air Force,,,Convair CV-240,,,14,13,,,Hamilton AFB, California,,
5/6/70,,"Mogadishu, Somalia",Somali Airlines,,,Vickers 785D Viscount,,,30,5,,,Mogadishu, Somalia,,
5/9/70,,"Iligan, Philippines",Philippine Air Lines,,,Fokker F-27 Friendship 100,,,33,1,,,Iligan, Philippines,,
5/9/70,,"Pellston, Michigan",Executive Jet Sales Inc.,-,,Gates Learjet 23,,,6,6,,,Pellston, Michigan,,
5/15/70,,"Kishiniev, Moldavia, USSR",Aeroflot,,,Antonov AN-10,,,11,11,,,Kishiniev, Moldavia, USSR,
5/22/70,,"Off Puntarenas, Costa Rica",Linea Aeropostal Venezolana,,,Curtiss C-46A-55-CK,,,6,6,,,Off Puntarenas, Costa Rica,,
5/26/70,,"Near Tegucigalpa, Honduras",Aeroservice S de RL,,,de Havilland DH-114 Heron 1B,,,6,6,,,Near Tegucigalpa, Honduras,,
5/30/70,,"Chamblee, Georgia",Lehigh Acres Development Inc.,701,,Martin 404,,,33,1,,,Chamblee, Georgia,,
6/1/70,,"Tripoli, Libya",Ceskoslovenske Aerolinie,,,Tupolev TU-104A,,,13,13,,,Tripoli, Libya,,
6/2/70,,"Roxas, Philippines",Philippine Air Lines,,,Fokker F-27 Friendship 100,,,44,1,,,Roxas, Philippines,,
6/10/70,,"Near Huaricanga, Peru",LADE,,,Fokker F-27 Friendship 400M,,,8,5,,,Near Huaricanga, Peru,,
7/3/70,,"McGrath, Alakska",Reeder Flying Service,,,Douglas DC-3,,,27,5,,,McGrath, Alakska,,
7/3/70,,"Near Arbucias, Gerona, Spain",Dan Air Services,,,de Havilland Comet 4,,,112,112,,,Near Arbucias, Gerona, Spain,
7/5/70,,"Toronto, Canada",Air Canada,621,,McDonnell Douglas DC-8-63,,,109,109,,,Toronto, Canada,,
7/18/70,,North AtlantiOcean,Military - Soviet Air Force,,,Antonov AN-22,,,23,23,,,North AtlantiOcean,,,
7/24/70,,"Lincoln, New Mexico",Del Rio Flying Service - Air Taxi,,,Cessna 310J,,,7,7,,,Lincoln, New Mexico,,
7/27/70,,"Tokyo, Japan",Flying Tiger Line,45,,McDonnell Douglas DC-8-63AF,,,4,4,,,Tokyo, Japan,,
7/30/70,,"Pau, France",Military - Forces Militaires Fran̤aises,,,Nord 2501 Noratlas,,,37,37,,,Pau, France,,
8/3/70,,"Near Las Vegas, Nevada",Military - United States Navy,,,Lockheed P-3A Orion,,,10,10,,,Near Las Vegas, Nevada,,
8/6/70,,"Islamabad, Pakistan",Pakistan International Airlines,,,Fokker F-27 Friendship 200,,,30,30,,,Islamabad, Pakistan,,
8/9/70,,"Near Cuzco, Peru",Lineas Aereas Nacionales SA (Peru),,,Lockheed 188A Electra,,,100,99,,,Near Cuzco, Peru,,
8/12/70,,"Taipei, Taiwan",China Airlines (Taiwan),,,NAMC YS-11A-219,,,31,14,,,Taipei, Taiwan,,
8/26/70,,"Near Tam Ky, South Vietnam",Military - U.S. Army,,,Boeing Vertol CH47B (helicopter),,,32,30,,,Near Tam Ky, South Vietnam,,
8/29/70,,"Near Silcher, India",Indian Airlines,,,Fokker F-27 Friendship 400,,,39,39,,,Near Silcher, India,,
8/30/70,,"Haringvreter, Netherlands",Dutch Continental Airways,,,Britten-Norman BN-2A Islander,,,10,3,,,Haringvreter, Netherlands,,
9/2/70,,"Near Dnepropetrovsk, Ukraine, USSR",Aeroflot,,,Tupolev TU-124,,,37,37,,,Near Dnepropetrovsk, Ukraine, USSR,
9/3/70,,"Near Leningrad, USSR",Aeroflot,,,Yakovlev YAK-40,,,22,22,,,Near Leningrad, USSR,,
9/8/70,,"New York, New York",Trans International Airlines,863,,McDonnell Douglas DC-8-63CF,,,11,11,,,New York, New York,,
9/9/70,,"Orocovis, Puerto Rico",San Juan Air,,,Britten-Norman BN-2A Islander,,,1,1,,,Orocovis, Puerto Rico,,
9/22/70,,"Cranbrook, Canada",Eagle Flight - Air Taxi,,,Cessna T337B,,,4,4,,,Cranbrook, Canada,,
9/26/70,,"Near Vagar, Denmark",Icelandair,,,Fokker F-27 Friendship 300,,,34,8,,,Near Vagar, Denmark,,
9/30/70,,"Near Da Nang, Vietnam",Air Vietnam (South Vietnam),,,Douglas DC-3-DST,,,38,38,,,Near Da Nang, Vietnam,,
10/1/70,,"Mys-Kammenyj, Russia",Aeroflot,,,Antonov An-12B,,,8,8,,,Mys-Kammenyj, Russia,,
10/2/70,,"Mt. Trelease, near Silver Plume, Colorado","Charter, Golden Eagle Aviation Inc.",108,,Martin 404,,,40,30,,,Mt. Trelease, near Silver Plume, Colorado,
10/2/70,,"Near Taipei, Taiwan",Military - U.S. Air Force,,,Lockheed C-130E,,,43,43,,,Near Taipei, Taiwan,,
10/4/70,,"Mahaffey, Pennsylvania",Private,,,Aero Commander 500-B,,,2,2,,,Mahaffey, Pennsylvania,,
10/6/70,,"Near Germiston, South Africa",National Airways,,,Douglas DC-3,,,11,3,,,Near Germiston, South Africa,,
10/10/70,,"Dayton, Ohio",Saturn Airways,,,Lockheed L-100-20 Hercules,,,3,3,,,Dayton, Ohio,,
10/16/70,,"New Castle, Delaware",Delaware Aviation - Air Taxi,,,Piper PA-28R,,,2,2,,,New Castle, Delaware,,
10/28/70,,"Pointe-��-Pitre, Guadeloupe",Aerocosta Colombia,,,Curtiss C-46D,,,4,2,,,Pointe-��-Pitre, Guadeloupe,,
11/14/70,,"Near Huntington, West Virginia",Southern Airways,932,,McDonnell Douglas DC-9-31,,,75,75,,,Near Huntington, West Virginia,,
11/27/70,,"Anchorage, Alaska",Capital Airlines,26,,McDonnell Douglas DC-8-63CF,,,229,47,,,Anchorage, Alaska,,
11/27/70,,"Near Nha Trang, South Vietnam",Military - U.S. Air Force,,,Fairchild C-123K,,,79,79,,,Near Nha Trang, South Vietnam,,
11/29/70,,"Near Cam Ranh, South Vietnam",Military - U.S. Air Force,,,Fairchild C-123K,,,44,42,,,Near Cam Ranh, South Vietnam,,
12/2/70,,"Dhaka, Bangladesh",Cargolux,,,Canadair CL-44J,,,4,4,,,Dhaka, Bangladesh,,
12/5/70,,"Delhi, India",Jamair,,,Douglas DC-3,,,16,5,,,Delhi, India,,
12/7/70,,"Near Constanta, Romania",Tarom,,,BAC One-Eleven  424EU,,,27,18,,,Near Constanta, Romania,,
12/19/70,,"Panarah, Pakistan",Aeroflot,,,Antonov AN-22,,,25,25,,,Panarah, Pakistan,,
12/28/70,,"St. Thomas, Virgin Islands",Trans Caribbean Airways,505,,Boeing B-727-2A7,,,55,2,,,St. Thomas, Virgin Islands,,
12/30/70,,"Near Shemshernagar,  Pakistan",Pakistan International Airlines,,,Fokker F-27 Friendship 200,,,35,7,,,Near Shemshernagar,  Pakistan,,
12/31/70,,"Off Algiers, Algeria",Rousseau Aviaiton,,,Nord 262E,,,31,31,,,Off Algiers, Algeria,,
12/31/70,,"Leningrad, Russia",Aeroflot,,,Ilyushin IL-18B,,,93,93,,,Leningrad, Russia,,
1/2/71,,"Ben Gashir, Libya",United Arab Airlines,844,,de Havilland Comet 4C,,,16,16,,,Ben Gashir, Libya,,
1/9/71,,"Edison, New Jersey",American Airlines / Private,30,,Boeing B-707-323 / Cessna 150,,,21,2,,,Edison, New Jersey,,
1/18/71,,"Zurich, Switzerland",Balkan Bulgarian Airlines,LZ130,,Ilyushin IL-18,,,47,45,,,Zurich, Switzerland,,
1/21/71,,"Near Privas, France",L'Arm̩e de L'Air,,,Nord 262A-34,,,21,21,,,Near Privas, France,,
1/21/71,,"Near Pacae, Peru",Fuerza A̩rea del Peru,,,Curtiss-Wright C-46,,,35,35,,,Near Pacae, Peru,,
1/22/71,,"Surgut, USSR",Aeroflot,,,Antonov AN-12,,,13,13,,,Surgut, USSR,,
10/2/88,,"Sao Pedro da Aldeia, Brazil",Aramar,,,Beech King Air F90,,,8,8,,,Sao Pedro da Aldeia, Brazil,,
1/23/71,,"Near Sokcho, South Korea",Korean Airlines,,,Fokker F-27 Friendship 500,,,60,2,,,Near Sokcho, South Korea,,
1/25/71,,"Merida, Venezuela",Linea Aeropostal Venezolana,,,Vickers Viscount 749,,,48,18,,,Merida, Venezuela,,
1/31/71,,"Voroshilovgrad, Russia",Aeroflot,,,Antonov AN-10,,,7,7,,,Voroshilovgrad, Russia,,
2/7/71,,"Aguadilla, Puerto Rico",Jamie Ramirez - Air Taxi,,,Piper PA-28,,,3,3,,,Aguadilla, Puerto Rico,,
2/17/71,,"Mt. Cunatineuta, Ecuador",TAME,,,Curtiss C-46,,,12,12,,,Mt. Cunatineuta, Ecuador,,
3/26/71,,"Gauhati, India",Jamair,,,Douglas DC-3,,,15,15,,,Gauhati, India,,
3/31/71,,"Ontario, California",Western Airlines,366,,Boeing B-720-047B,,,5,5,,,Ontario, California,,
3/31/71,,"Vorochilovgrad, Ukraine",Aeroflot,,,Antonov An-10,,,64,64,,,Vorochilovgrad, Ukraine,,
4/15/71,,"Near San Jose, Philippines",Military - Philippine Air Force,,,Douglas C-47A,,,40,39,,,Near San Jose, Philippines,,
4/20/71,,"Kayenta, Arizona",Monument Valle - Air Taxi,,,Cessna TU206B,,,2,2,,,Kayenta, Arizona,,
4/21/71,,"C. Amalie, Virgin Islands",Costal Airway,,,Beech E18S,,,8,8,,,C. Amalie, Virgin Islands,,
4/22/71,,"Manchester, New Hampshire",New England Aviaiton,,,Beechcraft C35,,,4,4,,,Manchester, New Hampshire,,
5/6/71,,"Coolidge, Arizona",Apache Airlines - Air Taxi,,,de Havilland 104-7X,,,12,12,,,Coolidge, Arizona,,
5/11/71,,"Guatemala City, Guatemala",Aviateca,,,Curtiss C-46A-55-CK,,,35,5,,,Guatemala City, Guatemala,,
5/12/71,,"Anaktvk Pass, Alaska",Gay Airways - Air Taxi,,,Sud Aviation SA 318C,,,4,2,,,Anaktvk Pass, Alaska,,
5/23/71,,"Near Rijeka, Yugoslavia",Aviogenex (Yugoslavia),130,,Tupolev TU-134A,,,83,78,,,Near Rijeka, Yugoslavia,,
5/26/71,,"Near Capetown, South Africa",Military - South African Air Force,,,Hawker Siddeley HS 125-400B (3),,,11,11,,,Near Capetown, South Africa,,
5/28/71,,"Roanoke, Virginia",Private,,,Aero Commander 680E,,,6,6,,,Roanoke, Virginia,,
8/28/71,,"Off Copenhagen, Denmark",Malev Hungarian Airlines,,,Ilyushin IL-18D,,,34,32,,,Off Copenhagen, Denmark,,
12/6/71,,"Tikaka, Sudan",Sudan Airways,,,Fokker F-27 Friendship 200,,,42,10,,,Tikaka, Sudan,,
6/6/71,,"Near Duarte, California",Hughes Airwest  / Military - US Marine Air Corps,706,,McDonnell Douglas DC-9-31 / F4-B,,,51,50,,,Near Duarte, California,,
6/7/71,,"New Haven, Connecticut",Allegheny Airlines,485,,Convair CV-580,,,31,28,,,New Haven, Connecticut,,
6/13/71,,North PacifiOcean,Military - U.S. Air Force,,,Boeing - EC-135N,,,24,24,,,North PacifiOcean,,,
6/17/71,,"Near Arica, Chile",SAVCO,,,Douglas DC-6,,,6,6,,,Near Arica, Chile,,
6/27/71,,"Garberville, California",Shelter Cove Sea Park,,,Douglas DC-3,,,24,17,,,Garberville, California,,
7/3/71,,"Hokkaido, Japan",Toa DomestiAirline (Japan),63,,NAMC YS-11A-227,,,68,68,,,Hokkaido, Japan,,
7/21/71,,"Anchorage, Alaska",Anchorage Helicopter - Air Taxi,,,Bell 206,,,3,3,,,Anchorage, Alaska,,
7/24/71,,"Near Bamako, Mali",Air Ivoire,,,Douglas DC-3,,,6,6,,,Near Bamako, Mali,,
7/25/71,,"Manila, Philippines",Pan American World Airways,,,Boeing 707-321CF,,,4,4,,,Manila, Philippines,,
7/25/71,,"Near Irkutsk, Russia",Aeroflot,,,Tupolev TU-104B,,,126,97,,,Near Irkutsk, Russia,,
7/30/71,,"Near Morioko, Japan",All Nippon Airways /  Japanese Air Force,58,,Boeing B-727-281 / Air Force F86F,,,164,163,,,Near Morioko, Japan,,
7/30/71,,"San Francisco, California",Pan American World Airways,845,,Boeing B-747-121,,,218,0,,,San Francisco, California,,
7/30/71,,"Near Pau, France",Military - French Air Force,,,Nord 2501 Noratlas,,,39,37,,,Near Pau, France,,
8/7/71,,"Irkutsk, USSR",Aeroflot,,,Tupolev TU-104,,,100,100,,,Irkutsk, USSR,,
8/12/71,,"Valdez, Alaska",Trans Alaska Helicopter - Air Taxi,,,Sikorsky S-55B,,,2,2,,,Valdez, Alaska,,
8/18/71,,"Near Pegnitz, West Germany",Military - U.S. Army,,,Boeing Vertol CH-47A (helicopter),,,37,37,,,Near Pegnitz, West Germany,,
8/19/71,,"Augusta, Maine",Downeast Airlines,,,Piper PA-31,,,8,3,,,Augusta, Maine,,
12/9/71,,"Chinnamanur, India",Indian Airlines,,,HAL-748-224 Srs.2,,,31,21,,,Chinnamanur, India,,
9/4/71,,"Near Juneau, Alaska",Alaska Airlines,1866,,Boeing B-727-193,,,111,111,,,Near Juneau, Alaska,,
9/6/71,,"Near Hasloh, Germany",Pan International,,,BAC One-Eleven 515FB,,,121,22,,,Near Hasloh, Germany,,
9/15/71,,"Jackson, Mississippi",C and C Aviaiton - Air Taxi,,,Aero Commander 560-A,,,5,5,,,Jackson, Mississippi,,
9/16/71,,"Presevo, Russia",Yemen Airlines,,,Douglas DC-3,,,5,5,,,Presevo, Russia,,
9/16/71,,"Kiev, Ukraine, USSR",Malev Hungarian Airlines,,,Tupolev TU-134A,,,49,49,,,Kiev, Ukraine, USSR,
9/28/71,,"Sena Madureira, Brazil",Cruzeiro,,,Douglas DC-3,,,32,32,,,Sena Madureira, Brazil,,
10/2/71,,"Near Aarsele, West Vlaanderen, Belgium",British European Airways,706,,Vickers Vanguard 951,,,63,63,,,Near Aarsele, West Vlaanderen, Belgium,
10/13/71,,"Moscow, Russia",Aeroflot,,,Tupolev TU-104B,,,20,20,,,Moscow, Russia,,
10/16/71,,"Colorado City, Arizona",SceniAir Lines,,,Cessna 402,,,10,10,,,Colorado City, Arizona,,
10/16/71,,"Hot Springs, Virginia",Alpena Flying Service - Air Taxi,,,Swearingen SA26AT,,,6,6,,,Hot Springs, Virginia,,
10/17/71,,"San Vicente del Caguan, Colombia",Aerolineas TAO,,,Douglas C-47A,,,22,20,,,San Vicente del Caguan, Colombia,,
10/21/71,,"Peoria, Illinois",Chicago Southern Airlines,,,Beech E18S,,,16,16,,,Peoria, Illinois,,
10/23/71,,"Near Qui Nhon, South Vietnam",Military - Vietnamese Air Force,,,Douglas C-47,,,31,31,,,Near Qui Nhon, South Vietnam,,
10/24/71,,"Bath, Pennsylvania",Monmouth Airways,,,Beechcraft B99,,,8,4,,,Bath, Pennsylvania,,
11/9/71,,"Off Livorno, Italy",Military - Royal Air Force,,,Lockheed C-130K Hercules,,,52,52,,,Off Livorno, Italy,,
11/10/71,,"Off Padang, Philippines",Merpati Nusantara Airlines,,,Vickers Viscount 828,,,69,69,,,Off Padang, Philippines,,
11/12/71,,"Vinnitsa, Russia",Aeroflot,,,Antonov AN-24,,,47,47,,,Vinnitsa, Russia,,
11/21/71,,"Near Penghu Island, Taiwan",China Airlines (Taiwan),,,Sud Aviation SE-210 Caravelle III,,,25,25,,,Near Penghu Island, Taiwan,,
11/28/71,,"Near Hue, South Vietnam",Military - U.S. Army,,,Boeing Vertol CH-47C,,,34,34,,,Near Hue, South Vietnam,,
12/1/71,,"Saratov, Russia",Aeroflot,,,Antonov AN-24,,,57,57,,,Saratov, Russia,,
12/4/71,,"Raleigh, North Carolina",Eastern Air Lines,,,Douglas DC-9-31 /Cessna 206,,,29,2,,,Raleigh, North Carolina,,
2/22/91,,"Cazombo, Angola",Fuerza Area Angolaise,,,Antonov AN-26,,,47,47,,,Cazombo, Angola,,
12/21/71,,"Sofia, Bulgaria",Balkan Bulgarian Airlines,,,Ilyushin IL-18B,,,73,28,,,Sofia, Bulgaria,,
12/24/71,,"Near Puerto Inca, Huanuco, Peru",Lineas Aereas Nacionales SA (Peru),508,,Lockheed 188A Electra,,,92,91,,,Near Puerto Inca, Huanuco, Peru,
1/6/72,,"Near Chetumal, Mexico",SAESA,,,Hawker Siddeley HS-748-230 Srs. 2A,,,23,23,,,Near Chetumal, Mexico,,
1/7/72,,"Sierra de Atalayasa, Spain",Iberia Airlines,602,,Sud-Aviation Caravelle VI-R,,,104,104,,,Sierra de Atalayasa, Spain,,
1/18/72,,"Chambers, Nebraska",Kime Flying Service - Air Taxi,,,Piper PA-23,,,3,3,,,Chambers, Nebraska,,
1/21/72,,"Near Adana, Turkey",Turkish Airlines (THY),,,MDonnell Douglas DC-9-32,,,8,1,,,Near Adana, Turkey,,
1/21/72,,"Near Funza, Colombia",Lineas A̩reas la Urraca,,,Vickers Viscount 837,,,20,20,,,Near Funza, Colombia,,
1/21/72,,"Near Betania, Colombia",SATENA,,,Douglas C-47,,,39,39,,,Near Betania, Colombia,,
1/26/72,,"Near Hermsdorf, Czechoslovakia",JAT Yugoslav Airlines,JU 367,,McDonnell Douglas DC-9-32,,,28,27,,,Near Hermsdorf, Czechoslovakia,,
2/1/72,,"Near Tegal, Indonesia",PENAS,,,Douglas DC-6,,,9,6,,,Near Tegal, Indonesia,,
2/4/72,,"Pha Khao, Laos",Air America,,,de Havilland Canada C-7A Caribou,,,38,1,,,Pha Khao, Laos,,
2/4/72,,"BattleMountain, Nevada",Clarkes Thunder - Air Taxi,,,Beechcraft S35,,,2,2,,,BattleMountain, Nevada,,
2/5/72,,"Near Valledupar, Colombia",TAC Colombia,772,,Fairchild F-27,,,19,19,,,Near Valledupar, Colombia,,
2/11/72,,"Near Vientiane, Laos",Royal Air Lao,,,Douglas DC-4,,,23,23,,,Near Vientiane, Laos,,
2/16/72,,"Jackson, Mississippi",Hankins Airways - Air Taxi,,,Beechcraft D 18S,,,2,2,,,Jackson, Mississippi,,
2/19/72,,"Little Rock, Arkansas",Military - U.S. Air Force,,,Lockheed C-130E Hercules,,,7,5,,,Little Rock, Arkansas,,
2/20/72,,"Fairfield, Idaho",Sun Valley Airways - Air Taxi,,,Beechcraft 65-B80,,,4,4,,,Fairfield, Idaho,,
2/22/72,,"Molokai, Hawaii",Alii Air Hawaii - Air Taxi,,,Beechcraft D 18S,,,8,8,,,Molokai, Hawaii,,
3/3/72,,"Albany, New York",Mohawk Airlines,405,,Fairchild-Hiller FH-227-B,,,48,16,,,Albany, New York,,
3/13/72,,"Fort Worth, Texas",Military - U.S. Air Force,,,Boeing KC-135A,,,5,5,,,Fort Worth, Texas,,
3/14/72,,"Near Al Fujayrah, United Arab Emirates",Sterling Airways,296,,Aerospatiale Caravelle Super 10B,,,112,112,,,Near Al Fujayrah, United Arab Emirates,,
3/19/72,,"Shamsam Mountains, South Yemen",EgyptAir,763,,McDonnell Douglas DC-9-32,,,22,22,,,Shamsam Mountains, South Yemen,,
3/28/72,,"Near Tchepone, Laos",Military - U.S. Air Force,,,Lockheed AC-130A Hercules,,,14,14,,,Near Tchepone, Laos,,
4/6/72,,"Near San Fernando, Venezuela",AVENSA,,,Curtiss C-46F,,,2,2,,,Near San Fernando, Venezuela,,
4/12/72,,"Near Rio de Janeiro, Brazil",VASP,,,NAMC YS-11A-211,,,25,25,,,Near Rio de Janeiro, Brazil,,
4/16/72,,Near Ardinello di Amaseno,Aero Transporti Italiani,,,Fokker F-27 Friendship 200,,,18,18,,,Near Ardinello di Amaseno,,,
4/17/72,,"New York, New York",Helaire Helicopter,,,Bell 47J-2,,,3,3,,,New York, New York,,
4/18/72,,"Addis Ababa, Ethiopia",East African Airways,720,,BAC Super VC-10 1154,,,107,43,,,Addis Ababa, Ethiopia,,
4/20/72,,"Near Moyobamba, Peru",SATCO,,,Douglas C-47D,,,6,6,,,Near Moyobamba, Peru,,
4/24/72,,"Nyot Mo, Laos",Air America,,,Pilatus PC6CH2,,,10,4,,,Nyot Mo, Laos,,
4/26/72,,"Near An Loc, Vietnam",Military - U.S. Air Force,,,Lockheed C-130E Hercules,,,6,6,,,Near An Loc, Vietnam,,
5/4/72,,"Bratsk, USSR",Aeroflot,,,Yakovlev YAK-40,,,18,18,,,Bratsk, USSR,,
5/5/72,,"Near Carini, Sicily, Italy",Alitalia,112,,McDonnell Douglas DC-8-43,,,115,115,,,Near Carini, Sicily, Italy,
5/8/72,,"Cuidad, Venezuela",Aerotechnia,,,Douglas C-47B,,,7,7,,,Cuidad, Venezuela,,
5/10/72,,"Near Gia Dinh, South Vietnam",Military - U.S. Army,,,Boeing Vertol CH47A (helicopter),,,34,34,,,Near Gia Dinh, South Vietnam,,
5/19/72,,"Albuquerque, New Mexico",Ross Aviation - Air Taxi,,,Beechcraft 65-B80,,,9,9,,,Albuquerque, New Mexico,,
5/21/72,,"Lobito, Angola",DTA Angola Airlines,,,Fokker F-27 Friendship 200,,,25,22,,,Lobito, Angola,,
5/27/72,,"Near Helgoland, Germany",General Air,,,de Havilland Canada DHC-6 Twin Otter,,,13,8,,,Near Helgoland, Germany,,
5/29/72,,"Dulac, Louisiana",Petrolium Helicopter,,,Bell 205A,,,11,11,,,Dulac, Louisiana,,
5/29/72,,"Cruzeiro do Sul Acre, Brazil",Amazonese Importacao e Exportacao,,,Lockheed 049 Constellation,,,18,9,,,Cruzeiro do Sul Acre, Brazil,,
5/30/72,,"Dallas/Ft. Worth, Texas",Delta Air Lines,9570,,McDonnell Douglas DC-9-14,,,4,4,,,Dallas/Ft. Worth, Texas,,
6/1/72,,"Valdez, Alaska",Fairbanks Air - Air Taxi,,,Cessna U206C,,,2,2,,,Valdez, Alaska,,
6/3/72,,"Winfield, Kansas",Smyer Aircraft - Air Taxi,,,Beechcraft E18S,,,2,2,,,Winfield, Kansas,,
6/3/72,,"Near Jesbel Musa, Morocco",Military - U.S. Navy,,,Lockheed P-3A Orion,,,14,14,,,Near Jesbel Musa, Morocco,,
6/5/72,,"Near Pleiku, Vietnam",Air America,,,Curtiss C-46A,,,32,32,,,Near Pleiku, Vietnam,,
6/13/72,,"Santiago, Chile",Aerolineas Flecha Austral,,,Curtiss C-46D,,,3,3,,,Santiago, Chile,,
6/13/72,,"Near an Loc, South Vietnam",Military - Vietnamese Air Force,,,Boeing Vertol CH-47 (helicopter),,,47,47,,,Near an Loc, South Vietnam,,
6/14/72,,"Near New Delhi, India",Japan Air Lines,471,,McDonnell Douglas DC-8-53,,,87,82,,,Near New Delhi, India,,
6/15/72,,"Near Pleiku, Vietnam",Cathay PacifiAirways,700Z,,Convair CV-880-22M-21,,,81,81,,,Near Pleiku, Vietnam,,
6/18/72,,"Smiley, Texas",Air Central,,,Cessna 182N,,,5,5,,,Smiley, Texas,,
6/18/72,,"Hu̻, Vietnam",Military - U.S. Air Force,,,Lockheed AC-130A Hercules,,,15,12,,,Hu̻, Vietnam,,
